Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	is_outlier	outlier_info
gene-AUO97_RS05660	32	13	11	11	5	5	host	gene-AUO97_RS05660	False	
gene-AUO97_RS11895	12	12	4	3	2	1	host	gene-AUO97_RS11895	False	
gene-AUO97_RS18650	55	48	10	19	12	1	host	gene-AUO97_RS18650	False	
gene-AUO97_RS01220	102	102	36	56	15	14	host	gene-AUO97_RS01220	False	
gene-AUO97_RS08430	0	0	0	0	0	0	host	gene-AUO97_RS08430	False	
gene-AUO97_RS04150	211	154	58	78	35	27	host	gene-AUO97_RS04150	False	
gene-AUO97_RS18025	26	16	15	26	3	6	host	gene-AUO97_RS18025	False	
gene-AUO97_RS10405	43	27	10	14	6	3	host	nreB	False	
gene-AUO97_RS09885	114	100	43	60	16	19	host	gene-AUO97_RS09885	False	
gene-AUO97_RS11455	558	463	138	203	81	65	host	gene-AUO97_RS11455	False	
gene-AUO97_RS14475	44	49	13	5	4	3	host	umuD	False	
gene-AUO97_RS17455	30	19	8	10	4	3	host	gene-AUO97_RS17455	False	
gene-AUO97_RS13610	20	17	9	7	0	3	host	gene-AUO97_RS13610	False	
gene-AUO97_RS01165	0	0	0	0	0	0	host	gene-AUO97_RS01165	False	
gene-AUO97_RS13000	3	7	4	2	2	2	host	gene-AUO97_RS13000	False	
gene-AUO97_RS19595	0	0	0	0	0	0	host	gene-AUO97_RS19595	False	
gene-AUO97_RS16165	451	320	116	169	43	41	host	gene-AUO97_RS16165	False	
gene-AUO97_RS02745	137	95	61	70	30	33	host	gene-AUO97_RS02745	False	
gene-AUO97_RS04160	387	304	84	112	48	38	host	gene-AUO97_RS04160	False	
gene-AUO97_RS19540	96	84	40	40	16	16	host	gene-AUO97_RS19540	False	
gene-AUO97_RS09980	32	21	9	9	4	3	host	gene-AUO97_RS09980	False	
gene-AUO97_RS17370	552	372	98	103	47	41	host	gene-AUO97_RS17370	False	
gene-AUO97_RS18125	0	0	0	0	0	0	host	gene-AUO97_RS18125	False	
gene-AUO97_RS18085	9	7	2	9	3	3	host	gene-AUO97_RS18085	False	
gene-AUO97_RS19590	11	1	0	1	0	0	host	gene-AUO97_RS19590	False	
gene-AUO97_RS04825	4	6	2	4	0	0	host	gene-AUO97_RS04825	False	
gene-AUO97_RS03625	151	134	42	48	19	10	host	gene-AUO97_RS03625	False	
gene-AUO97_RS05615	212	189	48	63	44	19	host	gene-AUO97_RS05615	False	
gene-AUO97_RS13490	18	20	4	9	4	6	host	gene-AUO97_RS13490	False	
gene-AUO97_RS09550	285	201	67	82	61	44	host	truA	False	
gene-AUO97_RS07640	15	4	6	6	0	2	host	gene-AUO97_RS07640	False	
gene-AUO97_RS11445	40	23	5	12	7	0	host	gene-AUO97_RS11445	False	
gene-AUO97_RS06905	0	0	0	0	0	0	host	gene-AUO97_RS06905	False	
gene-AUO97_RS05325	0	6	0	0	1	0	host	gene-AUO97_RS05325	False	
gene-AUO97_RS09245	766	619	224	232	111	73	host	gene-AUO97_RS09245	False	
gene-AUO97_RS16730	68	46	13	16	18	7	host	gene-AUO97_RS16730	False	
gene-AUO97_RS14085	18	22	18	17	0	0	host	gene-AUO97_RS14085	False	
gene-AUO97_RS02320	382	263	89	124	60	37	host	gene-AUO97_RS02320	False	
gene-AUO97_RS09410	27	23	6	6	4	2	host	gene-AUO97_RS09410	False	
gene-AUO97_RS14440	165	125	101	95	21	22	host	gene-AUO97_RS14440	False	
gene-AUO97_RS07075	22	11	4	8	9	0	host	ssuC	False	
gene-AUO97_RS09740	306	218	78	105	49	54	host	lgt	False	
gene-AUO97_RS16130	601	442	166	225	78	46	host	gene-AUO97_RS16130	False	
gene-AUO97_RS16845	9	11	1	3	6	1	host	gene-AUO97_RS16845	False	
gene-AUO97_RS15475	0	0	0	0	0	0	host	gene-AUO97_RS15475	False	
gene-AUO97_RS13385	19	15	16	8	11	3	host	gene-AUO97_RS13385	False	
gene-AUO97_RS07220	227	181	62	43	39	28	host	purE	False	
gene-AUO97_RS15510	0	0	0	0	0	0	host	gene-AUO97_RS15510	False	
gene-AUO97_RS14900	21	19	7	8	1	2	host	gene-AUO97_RS14900	False	
gene-AUO97_RS09420	110	79	34	55	14	12	host	gene-AUO97_RS09420	False	
gene-AUO97_RS15455	530	438	115	124	69	52	host	zapE	False	
gene-AUO97_RS18200	0	0	0	0	0	0	host	gene-AUO97_RS18200	False	
gene-AUO97_RS15555	0	0	0	0	0	0	host	gene-AUO97_RS15555	False	
gene-AUO97_RS03440	114	92	40	60	21	22	host	znuD	False	
gene-AUO97_RS01950	461	360	149	166	108	73	host	gene-AUO97_RS01950	False	
gene-AUO97_RS18005	45	25	12	12	7	4	host	gene-AUO97_RS18005	False	
gene-AUO97_RS15785	270	182	55	64	40	19	host	gene-AUO97_RS15785	False	
gene-AUO97_RS09870	710	631	154	180	112	70	host	gene-AUO97_RS09870	False	
gene-AUO97_RS12175	704	542	213	252	132	102	host	oxyR	False	
gene-AUO97_RS14620	0	0	0	0	0	0	host	gene-AUO97_RS14620	False	
gene-M172_gp34	15674	18978	138186	190205	218167	173694	phage	gene-M172_gp34	False	
gene-AUO97_RS14315	2	3	0	2	1	0	host	gene-AUO97_RS14315	False	
gene-AUO97_RS13770	23	36	20	13	8	9	host	gene-AUO97_RS13770	False	
gene-AUO97_RS01505	328	261	81	91	49	36	host	lepB	False	
gene-AUO97_RS14700	211	143	53	48	21	27	host	gene-AUO97_RS14700	False	
gene-AUO97_RS03185	49	49	20	18	11	16	host	gene-AUO97_RS03185	False	
gene-AUO97_RS10885	0	2	0	0	0	1	host	gene-AUO97_RS10885	False	
gene-AUO97_RS12345	33	17	10	17	4	5	host	gene-AUO97_RS12345	False	
gene-AUO97_RS13680	70	35	18	14	6	6	host	gene-AUO97_RS13680	False	
gene-AUO97_RS13075	0	0	0	0	0	0	host	gene-AUO97_RS13075	False	
gene-AUO97_RS18505	280	241	50	54	25	7	host	gene-AUO97_RS18505	False	
gene-AUO97_RS19655	0	0	0	0	0	0	host	gene-AUO97_RS19655	False	
gene-AUO97_RS15935	172	113	60	59	34	16	host	gene-AUO97_RS15935	False	
gene-AUO97_RS07510	463	337	182	210	74	37	host	dapB	False	
gene-AUO97_RS00855	29	12	1	8	2	0	host	basA	False	
gene-AUO97_RS02970	609	487	241	281	87	66	host	gene-AUO97_RS02970	False	
gene-AUO97_RS10545	453	337	87	88	62	38	host	gigB	False	
gene-AUO97_RS01350	21	14	5	7	3	0	host	gene-AUO97_RS01350	False	
gene-AUO97_RS04830	26	19	9	13	5	1	host	gene-AUO97_RS04830	False	
gene-AUO97_RS08060	0	0	0	0	0	0	host	gene-AUO97_RS08060	False	
gene-AUO97_RS13755	7	6	1	1	0	0	host	gene-AUO97_RS13755	False	
gene-AUO97_RS05565	948	645	266	237	122	81	host	gene-AUO97_RS05565	False	
gene-AUO97_RS15620	4	1	4	2	2	3	host	gene-AUO97_RS15620	False	
gene-AUO97_RS04025	109	73	35	53	16	16	host	gene-AUO97_RS04025	False	
gene-AUO97_RS07125	26	24	11	9	2	6	host	gene-AUO97_RS07125	False	
gene-AUO97_RS01130	224	181	55	45	22	21	host	gene-AUO97_RS01130	False	
gene-AUO97_RS04520	505	378	124	145	62	65	host	gene-AUO97_RS04520	False	
gene-AUO97_RS10025	64	42	22	24	14	9	host	gene-AUO97_RS10025	False	
gene-AUO97_RS16775	7	10	5	7	4	5	host	gene-AUO97_RS16775	False	
gene-AUO97_RS01730	0	0	0	0	0	0	host	gene-AUO97_RS01730	False	
gene-AUO97_RS15070	27	28	15	12	4	5	host	gene-AUO97_RS15070	False	
gene-AUO97_RS16085	16	13	15	15	5	4	host	gene-AUO97_RS16085	False	
gene-AUO97_RS14790	9	9	1	0	0	0	host	arsB	False	
gene-AUO97_RS15570	1	3	1	2	2	1	host	gene-AUO97_RS15570	False	
gene-AUO97_RS19170	0	0	0	0	0	0	host	gene-AUO97_RS19170	False	
gene-AUO97_RS16510	13	7	10	7	7	7	host	gene-AUO97_RS16510	False	
gene-AUO97_RS06185	20	20	12	17	7	2	host	gene-AUO97_RS06185	False	
gene-AUO97_RS08070	0	0	0	0	0	0	host	gene-AUO97_RS08070	False	
gene-AUO97_RS17795	145	112	40	32	17	16	host	ispF	False	
gene-AUO97_RS06550	50	52	25	41	11	12	host	gene-AUO97_RS06550	False	
gene-AUO97_RS14240	40	38	9	15	7	3	host	gene-AUO97_RS14240	False	
gene-AUO97_RS01715	0	0	0	0	0	0	host	gene-AUO97_RS01715	False	
gene-AUO97_RS11265	105	85	42	28	12	5	host	gene-AUO97_RS11265	False	
gene-AUO97_RS01245	48	44	10	15	5	4	host	gene-AUO97_RS01245	False	
gene-AUO97_RS14680	100	67	23	25	8	3	host	gene-AUO97_RS14680	False	
gene-AUO97_RS09335	372	301	173	195	115	80	host	gene-AUO97_RS09335	False	
gene-AUO97_RS00090	638	403	234	326	79	85	host	gene-AUO97_RS00090	False	
gene-AUO97_RS00505	325	262	73	75	36	32	host	mltB	False	
gene-AUO97_RS08495	690	561	107	132	78	42	host	gene-AUO97_RS08495	False	
gene-AUO97_RS17390	369	282	84	85	53	47	host	gene-AUO97_RS17390	False	
gene-AUO97_RS19280	0	0	0	1	0	1	host	gene-AUO97_RS19280	False	
gene-AUO97_RS06690	230	239	119	146	94	59	host	gene-AUO97_RS06690	False	
gene-AUO97_RS03065	55	47	9	18	11	3	host	pilG	False	
gene-AUO97_RS09945	956	648	187	235	132	92	host	hisS	False	
gene-AUO97_RS16980	37	30	14	9	4	1	host	gene-AUO97_RS16980	False	
gene-AUO97_RS06640	7	6	5	1	1	0	host	gene-AUO97_RS06640	False	
gene-AUO97_RS18895	29	19	5	8	4	0	host	gene-AUO97_RS18895	False	
gene-AUO97_RS13215	0	0	1	0	0	0	host	gene-AUO97_RS13215	False	
gene-AUO97_RS14555	6	12	4	9	2	1	host	epsC	False	
gene-AUO97_RS15605	0	0	0	0	0	0	host	gene-AUO97_RS15605	False	
gene-AUO97_RS08560	402	296	105	82	63	54	host	ribD	False	
gene-AUO97_RS00520	2	7	4	4	0	0	host	gene-AUO97_RS00520	False	
gene-AUO97_RS13510	92	75	28	30	12	7	host	gene-AUO97_RS13510	False	
gene-AUO97_RS01365	138	110	31	46	14	9	host	gene-AUO97_RS01365	False	
gene-AUO97_RS08930	287	216	74	58	31	36	host	gene-AUO97_RS08930	False	
gene-AUO97_RS15790	75	56	29	22	28	23	host	gene-AUO97_RS15790	False	
gene-AUO97_RS13045	16	13	7	7	3	2	host	gene-AUO97_RS13045	False	
gene-AUO97_RS09330	240	168	72	88	61	32	host	hemH	False	
gene-AUO97_RS08155	0	0	0	0	0	0	host	gene-AUO97_RS08155	False	
gene-AUO97_RS12360	368	295	264	278	153	109	host	gene-AUO97_RS12360	False	
gene-AUO97_RS17825	311	242	134	155	29	21	host	gene-AUO97_RS17825	False	
gene-AUO97_RS02540	169	126	46	48	26	14	host	gene-AUO97_RS02540	False	
gene-AUO97_RS14630	12	14	4	4	2	2	host	mdcA	False	
gene-AUO97_RS15700	0	0	0	0	0	0	host	gene-AUO97_RS15700	False	
gene-AUO97_RS10445	347	228	86	106	39	41	host	pheS	False	
gene-AUO97_RS16275	51	45	12	15	5	7	host	gene-AUO97_RS16275	False	
gene-AUO97_RS01250	514	472	153	206	128	76	host	gene-AUO97_RS01250	False	
gene-M172_gp48	583	671	4345	6574	39913	32535	phage	gene-M172_gp48	False	
gene-AUO97_RS18545	67	61	16	25	6	5	host	gene-AUO97_RS18545	False	
gene-AUO97_RS05505	23	22	14	12	2	6	host	gene-AUO97_RS05505	False	
gene-AUO97_RS05910	0	0	0	0	0	0	host	gene-AUO97_RS05910	False	
gene-AUO97_RS00300	28	25	12	6	11	0	host	gene-AUO97_RS00300	False	
gene-AUO97_RS10040	30	36	2	6	2	4	host	gene-AUO97_RS10040	False	
gene-AUO97_RS14205	756	453	135	126	100	41	host	gene-AUO97_RS14205	False	
gene-AUO97_RS07800	456	387	141	137	66	56	host	serB	False	
gene-AUO97_RS10485	200	151	52	61	27	19	host	tilS	False	
gene-AUO97_RS15140	13	7	8	5	1	4	host	gene-AUO97_RS15140	False	
gene-AUO97_RS01110	281	212	119	134	67	64	host	pstB	False	
gene-AUO97_RS05215	29	25	6	9	9	8	host	gene-AUO97_RS05215	False	
gene-AUO97_RS02915	36	25	4	7	7	4	host	gene-AUO97_RS02915	False	
gene-AUO97_RS14885	572	404	130	150	77	54	host	purT	False	
gene-AUO97_RS13450	10	11	8	5	2	0	host	gene-AUO97_RS13450	False	
gene-AUO97_RS01025	677	459	193	251	148	104	host	gloA	False	
gene-AUO97_RS07855	205	150	48	89	39	26	host	phoR	False	
gene-AUO97_RS12270	15	20	3	10	4	3	host	gene-AUO97_RS12270	False	
gene-AUO97_RS13135	0	0	0	0	0	0	host	gene-AUO97_RS13135	False	
gene-AUO97_RS18415	6	11	5	3	1	1	host	aceI	False	
gene-AUO97_RS18955	335	242	85	75	35	41	host	gene-AUO97_RS18955	False	
gene-AUO97_RS12795	0	1	0	0	0	0	host	gene-AUO97_RS12795	False	
gene-AUO97_RS00075	37	27	5	6	2	2	host	gene-AUO97_RS00075	False	
gene-AUO97_RS03485	157	105	29	26	29	11	host	gene-AUO97_RS03485	False	
gene-AUO97_RS03575	80	44	41	38	13	9	host	gene-AUO97_RS03575	False	
gene-AUO97_RS05570	249	180	55	65	20	25	host	gene-AUO97_RS05570	False	
gene-AUO97_RS06225	183	192	57	47	24	24	host	gene-AUO97_RS06225	False	
gene-AUO97_RS09375	59	64	12	23	13	4	host	gene-AUO97_RS09375	False	
gene-AUO97_RS17560	314	238	74	73	67	41	host	brnQ	False	
gene-AUO97_RS08785	191	159	53	70	33	29	host	gene-AUO97_RS08785	False	
gene-AUO97_RS15500	0	0	0	0	0	0	host	gene-AUO97_RS15500	False	
gene-AUO97_RS04265	36	41	17	20	15	7	host	gene-AUO97_RS04265	False	
gene-AUO97_RS12895	18	9	4	5	3	2	host	gene-AUO97_RS12895	False	
gene-AUO97_RS14410	21	16	6	5	1	5	host	gene-AUO97_RS14410	False	
gene-AUO97_RS00470	14	8	4	1	1	0	host	gene-AUO97_RS00470	False	
gene-AUO97_RS08465	0	0	0	0	0	0	host	gene-AUO97_RS08465	False	
gene-AUO97_RS15895	94	69	33	37	6	3	host	gene-AUO97_RS15895	False	
gene-AUO97_RS12465	51	39	11	18	5	4	host	rsmI	False	
gene-AUO97_RS08265	0	0	0	0	0	0	host	gene-AUO97_RS08265	False	
gene-AUO97_RS09235	131	111	44	63	31	14	host	gene-AUO97_RS09235	False	
gene-AUO97_RS00480	77	48	16	25	21	11	host	gene-AUO97_RS00480	False	
gene-AUO97_RS01335	342	270	69	66	53	32	host	gene-AUO97_RS01335	False	
gene-AUO97_RS05335	0	0	0	0	0	0	host	gene-AUO97_RS05335	False	
gene-AUO97_RS04880	266	226	87	151	25	15	host	gene-AUO97_RS04880	False	
gene-AUO97_RS17335	38	27	10	16	7	4	host	gene-AUO97_RS17335	False	
gene-AUO97_RS05235	131	81	37	23	18	10	host	gene-AUO97_RS05235	False	
gene-AUO97_RS06490	682	501	127	166	67	57	host	gene-AUO97_RS06490	False	
gene-AUO97_RS05725	900	629	205	216	131	107	host	gene-AUO97_RS05725	False	
gene-AUO97_RS15985	7	4	0	4	1	0	host	gene-AUO97_RS15985	False	
gene-AUO97_RS08800	168	115	47	83	34	24	host	gene-AUO97_RS08800	False	
gene-AUO97_RS02475	341	317	105	118	68	49	host	trpS	False	
gene-AUO97_RS07160	416	313	116	126	62	50	host	gene-AUO97_RS07160	False	
gene-AUO97_RS01900	74	68	16	31	17	8	host	gene-AUO97_RS01900	False	
gene-AUO97_RS02710	6	3	0	3	3	1	host	gene-AUO97_RS02710	False	
gene-AUO97_RS19565	25	13	6	14	9	3	host	gene-AUO97_RS19565	False	
gene-AUO97_RS18480	15	10	7	4	4	1	host	gene-AUO97_RS18480	False	
gene-AUO97_RS18540	43	42	24	36	13	13	host	gene-AUO97_RS18540	False	
gene-AUO97_RS00675	78	56	11	19	14	5	host	gene-AUO97_RS00675	False	
gene-AUO97_RS00835	12	11	1	6	2	2	host	bauE	False	
gene-AUO97_RS03740	0	0	0	0	0	0	host	gene-AUO97_RS03740	False	
gene-AUO97_RS09085	356	314	108	132	63	71	host	tpiA	False	
gene-AUO97_RS13605	6	2	3	1	2	0	host	gene-AUO97_RS13605	False	
gene-AUO97_RS07290	17	8	10	9	2	6	host	dmeF	False	
gene-AUO97_RS17355	249	260	41	68	25	27	host	gene-AUO97_RS17355	False	
gene-AUO97_RS07530	52	40	20	19	8	2	host	gene-AUO97_RS07530	False	
gene-AUO97_RS00120	173	136	77	80	42	22	host	tsaD	False	
gene-AUO97_RS13575	254	202	63	69	44	26	host	gene-AUO97_RS13575	False	
gene-AUO97_RS03500	89	73	29	34	12	7	host	gene-AUO97_RS03500	False	
gene-AUO97_RS01610	106	79	47	54	28	18	host	gene-AUO97_RS01610	False	
gene-AUO97_RS10850	7	7	4	5	3	0	host	gene-AUO97_RS10850	False	
gene-AUO97_RS16890	0	0	0	0	0	0	host	gene-AUO97_RS16890	False	
gene-AUO97_RS04630	397	300	78	82	17	24	host	gene-AUO97_RS04630	False	
gene-AUO97_RS18330	34	13	4	9	4	2	host	gene-AUO97_RS18330	False	
gene-AUO97_RS11705	47	36	7	11	0	5	host	gene-AUO97_RS11705	False	
gene-AUO97_RS03630	165	156	44	42	24	21	host	gene-AUO97_RS03630	False	
gene-AUO97_RS19080	347	297	118	150	81	67	host	gene-AUO97_RS19080	False	
gene-AUO97_RS06395	59	63	14	16	9	8	host	gene-AUO97_RS06395	False	
gene-AUO97_RS14230	1	1	1	1	0	1	host	gene-AUO97_RS14230	False	
gene-AUO97_RS00625	400	258	98	108	49	40	host	gene-AUO97_RS00625	False	
gene-AUO97_RS15185	70	50	13	23	12	7	host	trmA	False	
gene-AUO97_RS14710	15	13	4	9	2	1	host	gene-AUO97_RS14710	False	
gene-AUO97_RS01550	64	58	25	26	5	1	host	pabC	False	
gene-AUO97_RS01775	0	0	0	0	0	0	host	gene-AUO97_RS01775	False	
gene-AUO97_RS17130	17	7	4	2	1	6	host	gene-AUO97_RS17130	False	
gene-AUO97_RS06955	162	137	53	91	32	21	host	gene-AUO97_RS06955	False	
gene-AUO97_RS12710	20	6	7	19	6	3	host	gene-AUO97_RS12710	False	
gene-AUO97_RS06295	13	11	7	6	2	7	host	gene-AUO97_RS06295	False	
gene-AUO97_RS15345	179	142	47	50	28	20	host	kdsB	False	
gene-AUO97_RS00590	59	43	5	14	8	7	host	gene-AUO97_RS00590	False	
gene-AUO97_RS17250	24	15	4	9	5	5	host	aroD	False	
gene-AUO97_RS09025	55	41	15	24	8	11	host	gene-AUO97_RS09025	False	
gene-AUO97_RS16195	109	100	38	64	8	11	host	gene-AUO97_RS16195	False	
gene-AUO97_RS00970	1	0	0	0	0	0	host	gene-AUO97_RS00970	False	
gene-AUO97_RS11640	12	10	6	7	1	3	host	gene-AUO97_RS11640	False	
gene-AUO97_RS17235	209	148	57	71	37	31	host	gene-AUO97_RS17235	False	
gene-AUO97_RS00390	2	0	0	1	0	0	host	gene-AUO97_RS00390	False	
gene-AUO97_RS15120	45	48	22	29	19	17	host	gene-AUO97_RS15120	False	
gene-AUO97_RS08135	0	0	0	0	0	0	host	gene-AUO97_RS08135	False	
gene-AUO97_RS11920	78	45	28	34	11	6	host	gene-AUO97_RS11920	False	
gene-AUO97_RS05015	390	308	131	125	50	47	host	rsmH	False	
gene-AUO97_RS14330	8	9	4	1	0	0	host	phnW	False	
gene-AUO97_RS02340	9	10	3	5	0	2	host	gene-AUO97_RS02340	False	
gene-AUO97_RS06130	158	118	32	57	13	12	host	gene-AUO97_RS06130	False	
gene-AUO97_RS18000	0	1	0	0	1	0	host	gene-AUO97_RS18000	False	
gene-AUO97_RS06635	12	15	3	11	2	2	host	abaR	False	
gene-AUO97_RS03255	312	270	79	96	62	42	host	gene-AUO97_RS03255	False	
gene-AUO97_RS09560	25	27	10	17	9	5	host	gene-AUO97_RS09560	False	
gene-AUO97_RS01840	534	418	107	105	52	54	host	gene-AUO97_RS01840	False	
gene-AUO97_RS15530	0	0	0	0	0	0	host	gene-AUO97_RS15530	False	
gene-AUO97_RS09100	295	246	196	242	64	56	host	gene-AUO97_RS09100	False	
gene-AUO97_RS16445	0	0	0	0	0	0	host	gene-AUO97_RS16445	False	
gene-AUO97_RS03855	267	244	88	116	55	36	host	gene-AUO97_RS03855	False	
gene-AUO97_RS10655	248	158	61	69	18	18	host	gene-AUO97_RS10655	False	
gene-AUO97_RS08045	0	0	0	0	0	0	host	gene-AUO97_RS08045	False	
gene-AUO97_RS05280	450	333	137	158	89	76	host	gene-AUO97_RS05280	False	
gene-AUO97_RS19455	0	0	0	0	1	1	host	gene-AUO97_RS19455	False	
gene-AUO97_RS05720	580	446	143	152	82	64	host	gene-AUO97_RS05720	False	
gene-AUO97_RS16625	0	0	0	1	0	0	host	gene-AUO97_RS16625	False	
gene-AUO97_RS11935	64	69	22	53	28	26	host	gene-AUO97_RS11935	False	
gene-AUO97_RS09555	362	273	90	95	56	40	host	gene-AUO97_RS09555	False	
gene-AUO97_RS07625	96	82	20	49	16	11	host	pncA	False	
gene-AUO97_RS08020	0	0	0	0	0	0	host	gene-AUO97_RS08020	False	
gene-AUO97_RS10725	76	68	26	32	12	11	host	gene-AUO97_RS10725	False	
gene-AUO97_RS17995	0	2	1	2	1	0	host	gene-AUO97_RS17995	False	
gene-AUO97_RS14470	69	67	57	58	23	17	host	gene-AUO97_RS14470	False	
gene-AUO97_RS14870	13	7	2	6	0	2	host	gene-AUO97_RS14870	False	
gene-AUO97_RS19010	478	369	144	209	98	83	host	gene-AUO97_RS19010	False	
gene-AUO97_RS08735	686	588	148	206	92	68	host	argH	False	
gene-AUO97_RS05770	130	105	25	47	18	12	host	gene-AUO97_RS05770	False	
gene-AUO97_RS06480	144	101	39	30	24	16	host	znuB	False	
gene-AUO97_RS13730	134	92	16	45	13	9	host	gene-AUO97_RS13730	False	
gene-AUO97_RS19035	627	466	184	192	127	102	host	mnmG	False	
gene-AUO97_RS00565	50	34	14	24	6	10	host	gene-AUO97_RS00565	False	
gene-AUO97_RS01085	115	85	28	29	9	8	host	hflD	False	
gene-AUO97_RS03565	5	0	0	0	0	0	host	gene-AUO97_RS03565	False	
gene-AUO97_RS05135	125	98	26	32	19	11	host	gene-AUO97_RS05135	False	
gene-AUO97_RS01910	503	349	123	164	68	60	host	gene-AUO97_RS01910	False	
gene-AUO97_RS07780	580	405	129	132	74	65	host	nusB	False	
gene-AUO97_RS10135	10	4	2	2	0	0	host	gene-AUO97_RS10135	False	
gene-AUO97_RS00875	252	172	136	120	63	40	host	gene-AUO97_RS00875	False	
gene-AUO97_RS08880	23	23	8	17	7	10	host	gene-AUO97_RS08880	False	
gene-AUO97_RS11320	373	285	100	121	51	49	host	ribB	False	
gene-AUO97_RS06195	97	66	18	28	6	3	host	gene-AUO97_RS06195	False	
gene-AUO97_RS10285	678	519	265	314	106	72	host	gene-AUO97_RS10285	False	
gene-AUO97_RS01065	567	361	96	136	66	51	host	dacC	False	
gene-AUO97_RS17285	48	33	10	17	8	5	host	pcaF	False	
gene-AUO97_RS11155	24	30	10	16	5	1	host	gene-AUO97_RS11155	False	
gene-AUO97_RS12930	51	28	19	15	8	6	host	gene-AUO97_RS12930	False	
gene-AUO97_RS13415	175	150	59	85	22	17	host	gene-AUO97_RS13415	False	
gene-AUO97_RS08215	0	0	0	0	0	0	host	gene-AUO97_RS08215	False	
gene-AUO97_RS10270	219	172	43	69	47	32	host	gene-AUO97_RS10270	False	
gene-AUO97_RS11060	420	281	142	161	78	52	host	gene-AUO97_RS11060	False	
gene-AUO97_RS15705	0	1	0	0	0	0	host	gene-AUO97_RS15705	False	
gene-AUO97_RS07260	35	35	6	13	6	5	host	gene-AUO97_RS07260	False	
gene-AUO97_RS09075	41	30	8	13	9	5	host	gene-AUO97_RS09075	False	
gene-AUO97_RS19685	0	0	0	0	0	0	host	gene-AUO97_RS19685	False	
gene-AUO97_RS08520	99	99	39	32	20	20	host	gene-AUO97_RS08520	False	
gene-AUO97_RS10880	0	0	0	4	0	0	host	gene-AUO97_RS10880	False	
gene-AUO97_RS03695	0	1	0	0	0	0	host	gene-AUO97_RS03695	False	
gene-AUO97_RS04005	43	29	9	10	5	5	host	gene-AUO97_RS04005	False	
gene-AUO97_RS13190	0	0	0	0	0	0	host	gene-AUO97_RS13190	False	
gene-AUO97_RS09160	389	264	100	91	60	32	host	gene-AUO97_RS09160	False	
gene-AUO97_RS17820	30	19	3	9	4	6	host	gene-AUO97_RS17820	False	
gene-AUO97_RS10490	460	328	124	130	78	43	host	proC	False	
gene-AUO97_RS12530	63	63	20	17	11	8	host	gene-AUO97_RS12530	False	
gene-AUO97_RS07930	0	0	0	0	0	0	host	gene-AUO97_RS07930	False	
gene-AUO97_RS18290	0	4	1	0	0	1	host	gene-AUO97_RS18290	False	
gene-AUO97_RS08445	0	0	0	0	0	0	host	gene-AUO97_RS08445	False	
gene-AUO97_RS07555	45	47	12	13	5	7	host	gene-AUO97_RS07555	False	
gene-AUO97_RS01875	399	262	106	139	64	59	host	tolA	False	
gene-AUO97_RS10620	47	18	1	12	7	4	host	gene-AUO97_RS10620	False	
gene-AUO97_RS16160	110	88	21	39	19	8	host	gene-AUO97_RS16160	False	
gene-AUO97_RS17785	298	196	95	101	61	44	host	argF	False	
gene-AUO97_RS11025	171	108	48	57	14	13	host	gene-AUO97_RS11025	False	
gene-AUO97_RS02865	527	339	108	158	78	41	host	rng	False	
gene-AUO97_RS17765	502	380	75	111	82	50	host	rimO	False	
gene-AUO97_RS08655	208	132	93	112	37	31	host	gene-AUO97_RS08655	False	
gene-AUO97_RS10080	142	115	40	32	20	18	host	rsgA	False	
gene-AUO97_RS18235	3	2	0	0	0	0	host	gene-AUO97_RS18235	False	
gene-AUO97_RS13965	519	451	91	82	59	31	host	tssB	False	
gene-AUO97_RS01040	570	422	132	150	68	64	host	gene-AUO97_RS01040	False	
gene-M172_gp13	108203	124215	148962	174505	71836	55392	phage	gene-M172_gp13	False	
gene-M172_gp27	36055	39031	151180	199543	157453	121162	phage	gene-M172_gp27	False	
gene-AUO97_RS03930	145	123	40	47	31	16	host	gene-AUO97_RS03930	False	
gene-AUO97_RS11440	13	9	2	6	1	3	host	gene-AUO97_RS11440	False	
gene-AUO97_RS05315	21	14	3	13	1	2	host	gene-AUO97_RS05315	False	
gene-AUO97_RS06995	31	21	26	30	8	6	host	gene-AUO97_RS06995	False	
gene-AUO97_RS08570	464	319	89	102	60	50	host	gene-AUO97_RS08570	False	
gene-AUO97_RS19050	132	95	19	43	8	12	host	gene-AUO97_RS19050	False	
gene-AUO97_RS01495	266	189	70	71	48	36	host	rnc	False	
gene-AUO97_RS07355	210	139	54	44	31	24	host	gene-AUO97_RS07355	False	
gene-AUO97_RS03750	0	0	0	0	0	0	host	gene-AUO97_RS03750	False	
gene-AUO97_RS10440	84	52	15	20	11	8	host	gene-AUO97_RS10440	False	
gene-AUO97_RS14485	29	11	9	9	1	3	host	gene-AUO97_RS14485	False	
gene-AUO97_RS12825	0	0	0	0	0	0	host	gene-AUO97_RS12825	False	
gene-AUO97_RS11415	115	86	40	27	14	5	host	gene-AUO97_RS11415	False	
gene-AUO97_RS19105	17	12	2	6	3	5	host	gene-AUO97_RS19105	False	
gene-AUO97_RS11710	60	43	3	12	1	6	host	gene-AUO97_RS11710	False	
gene-AUO97_RS04655	583	468	150	195	120	79	host	astE	False	
gene-AUO97_RS19235	22	29	6	17	7	8	host	gene-AUO97_RS19235	False	
